minimum_prevalence	minimum_prevalence_percent	Genus	covariate	retained	estimated_log_effect	standard_error	p_value	q_value_BH	differential_robust	simulated_true_log_effect	simulated_true_signal	recovery_classification
0.05	5	Genus_08	Male sex	TRUE	-0.0258634119785132	0.172122286596505	0.88111790148625	0.934956318444811	FALSE	0	FALSE	Non-robust result at simulated null
0.05	5	Genus_09	Male sex	TRUE	-0.214162381576007	0.186637280309757	0.256242169671414	0.934956318444811	FALSE	0	FALSE	Non-robust result at simulated null
0.05	5	Genus_10	Male sex	TRUE	-0.147474836134028	0.201159728763832	0.466654142923231	0.934956318444811	FALSE	0	FALSE	Non-robust result at simulated null
0.05	5	Genus_11	Male sex	TRUE	-0.49629553407687	0.227972779174015	0.0339556233283093	0.407467479939712	FALSE	0	FALSE	Non-robust result at simulated null
0.05	5	Genus_12	Male sex	TRUE	0.0200452017035697	0.209914801982702	0.924321535630948	0.934956318444811	FALSE	0	FALSE	Non-robust result at simulated null
0.05	5	Genus_01	Metformin	TRUE	0.275752416047329	0.280914568676466	0.330662922997132	0.921564665393173	FALSE	0	FALSE	Non-robust result at simulated null
0.05	5	Genus_02	Metformin	TRUE	0.129641960767973	0.269807218135306	0.632813932228525	0.921564665393173	FALSE	0	FALSE	Non-robust result at simulated null
0.05	5	Genus_03	Metformin	TRUE	-0.179658084453258	0.262005484872592	0.495833521311397	0.921564665393173	FALSE	0	FALSE	Non-robust result at simulated null
0.05	5	Genus_04	Metformin	TRUE	-0.0459360420485859	0.255594084109505	0.858043034698425	0.921564665393173	FALSE	0	FALSE	Non-robust result at simulated null
0.05	5	Genus_05	Metformin	TRUE	0.0930880383273213	0.264222334517997	0.725977486241077	0.921564665393173	FALSE	0	FALSE	Non-robust result at simulated null
0.05	5	Genus_06	Metformin	TRUE	0.02963915737529	0.258854282237386	0.909265085186806	0.921564665393173	FALSE	0	FALSE	Non-robust result at simulated null
0.05	5	Genus_07	Metformin	TRUE	0.0233347818696421	0.235885155260795	0.921564665393173	0.921564665393173	FALSE	0	FALSE	Non-robust result at simulated null
0.05	5	Genus_08	Metformin	TRUE	-0.109312789859445	0.214494361107335	0.612387160504048	0.921564665393173	FALSE	0	FALSE	Non-robust result at simulated null
0.05	5	Genus_09	Metformin	TRUE	-0.195660351383144	0.263348965055328	0.460720034856731	0.921564665393173	FALSE	0	FALSE	Non-robust result at simulated null
0.05	5	Genus_10	Metformin	TRUE	0.805624335434788	0.261282782157342	0.00322187160948331	0.0386624593137997	TRUE	0.8	TRUE	Detected simulated signal
0.05	5	Genus_11	Metformin	TRUE	0.0705585280296465	0.278377600604852	0.800890798801607	0.921564665393173	FALSE	0	FALSE	Non-robust result at simulated null
0.05	5	Genus_12	Metformin	TRUE	0.301902553968767	0.298615635488843	0.317082402168968	0.921564665393173	FALSE	0	FALSE	Non-robust result at simulated null
0.05	5	Genus_01	Batch 2	TRUE	0.00727748910733958	0.204802401551313	0.971784809084594	0.971784809084594	FALSE	0	FALSE	Non-robust result at simulated null
0.05	5	Genus_02	Batch 2	TRUE	0.101606198234542	0.201271963329999	0.615738985728589	0.971784809084594	FALSE	0	FALSE	Non-robust result at simulated null
0.05	5	Genus_03	Batch 2	TRUE	-0.166444654691668	0.194799532776347	0.396635695034768	0.971784809084594	FALSE	0	FALSE	Non-robust result at simulated null
0.05	5	Genus_04	Batch 2	TRUE	-0.268280087294409	0.185543017130782	0.153979323133328	0.923875938799969	FALSE	0	FALSE	Non-robust result at simulated null
0.05	5	Genus_05	Batch 2	TRUE	-0.0789914456590475	0.199340116980901	0.693471324351173	0.971784809084594	FALSE	0	FALSE	Non-robust result at simulated null
0.05	5	Genus_06	Batch 2	TRUE	-0.020839577688705	0.189331785286284	0.912762629880717	0.971784809084594	FALSE	0	FALSE	Non-robust result at simulated null
0.05	5	Genus_07	Batch 2	TRUE	0.106343240642232	0.180948183452015	0.559183418210293	0.971784809084594	FALSE	0	FALSE	Non-robust result at simulated null
0.05	5	Genus_08	Batch 2	TRUE	0.0444597316687836	0.172869307383267	0.798011931923211	0.971784809084594	FALSE	0	FALSE	Non-robust result at simulated null
0.05	5	Genus_09	Batch 2	TRUE	-0.0385895160520925	0.189872756710243	0.83971227831971	0.971784809084594	FALSE	0	FALSE	Non-robust result at simulated null
0.05	5	Genus_10	Batch 2	TRUE	-0.0818148326865956	0.192463151376353	0.672457731715477	0.971784809084594	FALSE	0	FALSE	Non-robust result at simulated null
0.05	5	Genus_11	Batch 2	TRUE	0.137348971626593	0.227191368749403	0.54805628663046	0.971784809084594	FALSE	0	FALSE	Non-robust result at simulated null
0.05	5	Genus_12	Batch 2	TRUE	0.506142682747342	0.215681001535942	0.0231142054509505	0.277370465411406	FALSE	0.7	TRUE	Missed simulated signal
0.2	20	Genus_01	T2D group	TRUE	-0.241958423995299	0.258624693803889	0.353665899427824	0.72188667707276	FALSE	0	FALSE	Non-robust result at simulated null
0.2	20	Genus_02	T2D group	TRUE	-0.178880353757231	0.252999040908168	0.482581937961005	0.72188667707276	FALSE	0	FALSE	Non-robust result at simulated null
0.2	20	Genus_03	T2D group	TRUE	0.65127291007234	0.235020865085318	0.0076462535435966	0.0420543944897813	TRUE	0.7	TRUE	Detected simulated signal
0.2	20	Genus_04	T2D group	TRUE	-0.14529851240522	0.22657497112531	0.524051909819885	0.72188667707276	FALSE	0	FALSE	Non-robust result at simulated null
0.2	20	Genus_05	T2D group	TRUE	-0.000477570740548378	0.245922004857569	0.998457697381537	0.998457697381537	FALSE	0	FALSE	Non-robust result at simulated null
0.2	20	Genus_06	T2D group	TRUE	-0.0651763957224768	0.23545122410781	0.782979125671208	0.861277038238329	FALSE	0	FALSE	Non-robust result at simulated null
0.2	20	Genus_07	T2D group	TRUE	-0.749531131993871	0.216093077323836	0.00103545606342948	0.0113900166977243	TRUE	-0.6	TRUE	Detected simulated signal
0.2	20	Genus_08	T2D group	TRUE	0.130525989394059	0.204010900883803	0.525008492416553	0.72188667707276	FALSE	0	FALSE	Non-robust result at simulated null
0.2	20	Genus_09	T2D group	TRUE	0.180550444397865	0.221737189468001	0.419075667905167	0.72188667707276	FALSE	0	FALSE	Non-robust result at simulated null
0.2	20	Genus_10	T2D group	TRUE	-0.107611544693518	0.237892271592639	0.652825948251565	0.797898381196357	FALSE	0	FALSE	Non-robust result at simulated null
0.2	20	Genus_11	T2D group	TRUE	0.250338455030755	0.274631095896754	0.366136112673795	0.72188667707276	FALSE	0	FALSE	Non-robust result at simulated null
0.2	20	Genus_12	T2D group	FALSE	NA	NA	NA	NA	NA	0	FALSE	Removed by filter
0.2	20	Genus_01	Age	TRUE	0.0130548500739862	0.158693714339749	0.934740603933221	0.934740603933221	FALSE	0	FALSE	Non-robust result at simulated null
0.2	20	Genus_02	Age	TRUE	0.120178395706215	0.15894612441324	0.452878045377329	0.934740603933221	FALSE	0	FALSE	Non-robust result at simulated null
0.2	20	Genus_03	Age	TRUE	0.162020911739296	0.147840375554754	0.2779783724822	0.934740603933221	FALSE	0	FALSE	Non-robust result at simulated null
0.2	20	Genus_04	Age	TRUE	0.142235773884629	0.14243315550617	0.322435575316973	0.934740603933221	FALSE	0.25	TRUE	Missed simulated signal
0.2	20	Genus_05	Age	TRUE	0.0441018985505787	0.157049376696991	0.779925060140245	0.934740603933221	FALSE	0	FALSE	Non-robust result at simulated null
0.2	20	Genus_06	Age	TRUE	-0.0218401825221255	0.132886592782227	0.870067670011544	0.934740603933221	FALSE	0	FALSE	Non-robust result at simulated null
0.2	20	Genus_07	Age	TRUE	-0.0571781564996632	0.136336243074272	0.676594367962966	0.934740603933221	FALSE	0	FALSE	Non-robust result at simulated null
0.2	20	Genus_08	Age	TRUE	-0.0898668553940852	0.135754047615138	0.510797453037507	0.934740603933221	FALSE	0	FALSE	Non-robust result at simulated null
0.2	20	Genus_09	Age	TRUE	-0.016761696201023	0.131719095310055	0.899212569294093	0.934740603933221	FALSE	0	FALSE	Non-robust result at simulated null
0.2	20	Genus_10	Age	TRUE	0.0575649000757319	0.177615871274779	0.747116084476606	0.934740603933221	FALSE	0	FALSE	Non-robust result at simulated null
0.2	20	Genus_11	Age	TRUE	-0.0487738551319144	0.191064710698711	0.799499518389934	0.934740603933221	FALSE	0	FALSE	Non-robust result at simulated null
0.2	20	Genus_12	Age	FALSE	NA	NA	NA	NA	NA	0	FALSE	Removed by filter
0.2	20	Genus_01	Male sex	TRUE	0.14895425302714	0.198195893903921	0.45558446104851	0.909868457093198	FALSE	0	FALSE	Non-robust result at simulated null
0.2	20	Genus_02	Male sex	TRUE	-0.0288643245356924	0.208185482330435	0.890244742085758	0.909868457093198	FALSE	0	FALSE	Non-robust result at simulated null
0.2	20	Genus_03	Male sex	TRUE	0.0218782990488249	0.192359451297392	0.909868457093198	0.909868457093198	FALSE	0	FALSE	Non-robust result at simulated null
0.2	20	Genus_04	Male sex	TRUE	0.027745280274214	0.186133430131008	0.882060605459602	0.909868457093198	FALSE	0	FALSE	Non-robust result at simulated null
0.2	20	Genus_05	Male sex	TRUE	0.185146976912872	0.196357971523981	0.349928884239238	0.909868457093198	FALSE	0.35	TRUE	Missed simulated signal
0.2	20	Genus_06	Male sex	TRUE	-0.0482647248604692	0.186481098721305	0.796759464502053	0.909868457093198	FALSE	0	FALSE	Non-robust result at simulated null
0.2	20	Genus_07	Male sex	TRUE	0.0205893544383837	0.178962196389002	0.908833323749294	0.909868457093198	FALSE	0	FALSE	Non-robust result at simulated null
0.2	20	Genus_08	Male sex	TRUE	-0.0380051228729977	0.175308316117712	0.829188821817711	0.909868457093198	FALSE	0	FALSE	Non-robust result at simulated null
0.2	20	Genus_09	Male sex	TRUE	-0.226304092470491	0.186599196324468	0.230492291952244	0.909868457093198	FALSE	0	FALSE	Non-robust result at simulated null
0.2	20	Genus_10	Male sex	TRUE	-0.159616547028513	0.201841556938702	0.432519531734393	0.909868457093198	FALSE	0	FALSE	Non-robust result at simulated null
0.2	20	Genus_11	Male sex	TRUE	-0.510176628670535	0.227962778418308	0.0294478628381673	0.32392649121984	FALSE	0	FALSE	Non-robust result at simulated null
0.2	20	Genus_12	Male sex	FALSE	NA	NA	NA	NA	NA	0	FALSE	Removed by filter
0.2	20	Genus_01	Metformin	TRUE	0.290927520683638	0.279571702600222	0.302689465647874	0.904388939403116	FALSE	0	FALSE	Non-robust result at simulated null
0.2	20	Genus_02	Metformin	TRUE	0.144817065404282	0.275860487499995	0.601756383160098	0.904388939403116	FALSE	0	FALSE	Non-robust result at simulated null
0.2	20	Genus_03	Metformin	TRUE	-0.164482979816949	0.262511381443801	0.533578085061494	0.904388939403116	FALSE	0	FALSE	Non-robust result at simulated null
0.2	20	Genus_04	Metformin	TRUE	-0.0307609374122766	0.254887406972695	0.904388939403116	0.904388939403116	FALSE	0	FALSE	Non-robust result at simulated null
0.2	20	Genus_05	Metformin	TRUE	0.108263142963631	0.262815742716635	0.682017326575396	0.904388939403116	FALSE	0	FALSE	Non-robust result at simulated null
0.2	20	Genus_06	Metformin	TRUE	0.0448142620115994	0.259332930103865	0.863450078130992	0.904388939403116	FALSE	0	FALSE	Non-robust result at simulated null
0.2	20	Genus_07	Metformin	TRUE	0.0385098865059514	0.232612889505206	0.8691265696236	0.904388939403116	FALSE	0	FALSE	Non-robust result at simulated null
0.2	20	Genus_08	Metformin	TRUE	-0.094137685223136	0.216460844162326	0.665371961431898	0.904388939403116	FALSE	0	FALSE	Non-robust result at simulated null
0.2	20	Genus_09	Metformin	TRUE	-0.180485246746835	0.258087910237819	0.487355447363636	0.904388939403116	FALSE	0	FALSE	Non-robust result at simulated null
0.2	20	Genus_10	Metformin	TRUE	0.820799440071097	0.257761916566383	0.00240945236832404	0.0265039760515644	TRUE	0.8	TRUE	Detected simulated signal
0.2	20	Genus_11	Metformin	TRUE	0.0825774585010786	0.275376455599817	0.765448399263449	0.904388939403116	FALSE	0	FALSE	Non-robust result at simulated null
0.2	20	Genus_12	Metformin	FALSE	NA	NA	NA	NA	NA	0	FALSE	Removed by filter
0.2	20	Genus_01	Batch 2	TRUE	0.00812720342748175	0.204294471509829	0.968413797855668	0.968413797855668	FALSE	0	FALSE	Non-robust result at simulated null
0.2	20	Genus_02	Batch 2	TRUE	0.102455912554685	0.203399546479069	0.616508762191432	0.968413797855668	FALSE	0	FALSE	Non-robust result at simulated null
0.2	20	Genus_03	Batch 2	TRUE	-0.165594940371525	0.196857753125145	0.40395071300478	0.968413797855668	FALSE	0	FALSE	Non-robust result at simulated null
0.2	20	Genus_04	Batch 2	TRUE	-0.267430372974267	0.185061997036022	0.154212283876231	0.968413797855668	FALSE	0	FALSE	Non-robust result at simulated null
0.2	20	Genus_05	Batch 2	TRUE	-0.078141731338905	0.199776054017808	0.697227963237426	0.968413797855668	FALSE	0	FALSE	Non-robust result at simulated null
0.2	20	Genus_06	Batch 2	TRUE	-0.0199898633685627	0.190681726099095	0.916896227774371	0.968413797855668	FALSE	0	FALSE	Non-robust result at simulated null
0.2	20	Genus_07	Batch 2	TRUE	0.107192954962374	0.180387173039938	0.554834324417534	0.968413797855668	FALSE	0	FALSE	Non-robust result at simulated null
0.2	20	Genus_08	Batch 2	TRUE	0.0453094459889258	0.173936682856035	0.795473603786028	0.968413797855668	FALSE	0	FALSE	Non-robust result at simulated null
0.2	20	Genus_09	Batch 2	TRUE	-0.0377398017319502	0.186950146377026	0.840776197317095	0.968413797855668	FALSE	0	FALSE	Non-robust result at simulated null
0.2	20	Genus_10	Batch 2	TRUE	-0.0809651183664535	0.191332085819006	0.673855187669849	0.968413797855668	FALSE	0	FALSE	Non-robust result at simulated null
0.2	20	Genus_11	Batch 2	TRUE	0.136914200172628	0.225374557516873	0.546115810848107	0.968413797855668	FALSE	0	FALSE	Non-robust result at simulated null
0.2	20	Genus_12	Batch 2	FALSE	NA	NA	NA	NA	NA	0.7	TRUE	Removed by filter
0.5	50	Genus_01	T2D group	TRUE	-0.226619272480801	0.261107233187791	0.389280854197988	0.802082299981097	FALSE	0	FALSE	Non-robust result at simulated null
0.5	50	Genus_02	T2D group	TRUE	-0.163541202242733	0.246851575159114	0.510463427588844	0.802082299981097	FALSE	0	FALSE	Non-robust result at simulated null
0.5	50	Genus_03	T2D group	TRUE	0.666612061586838	0.230782805915912	0.00555989942026353	0.0277994971013177	TRUE	0.7	TRUE	Detected simulated signal
0.5	50	Genus_04	T2D group	TRUE	-0.129959360890722	0.222422268710606	0.561457609986768	0.802082299981097	FALSE	0	FALSE	Non-robust result at simulated null
0.5	50	Genus_05	T2D group	TRUE	0.0148615807739496	0.241720179043815	0.951201884583723	0.951201884583723	FALSE	0	FALSE	Non-robust result at simulated null
0.5	50	Genus_06	T2D group	TRUE	-0.0498372442079788	0.233226770368049	0.831596877609788	0.923996530677542	FALSE	0	FALSE	Non-robust result at simulated null
0.5	50	Genus_07	T2D group	TRUE	-0.734191980479374	0.216595860225313	0.0013139359429232	0.013139359429232	TRUE	-0.6	TRUE	Detected simulated signal
0.5	50	Genus_08	T2D group	TRUE	0.145865140908557	0.199736470474562	0.468370739028264	0.802082299981097	FALSE	0	FALSE	Non-robust result at simulated null
0.5	50	Genus_09	T2D group	TRUE	0.195889595912363	0.224279800759782	0.386303907678783	0.802082299981097	FALSE	0	FALSE	Non-robust result at simulated null
0.5	50	Genus_10	T2D group	TRUE	-0.0922723931790198	0.238851579575184	0.700780030166885	0.875975037708606	FALSE	0	FALSE	Non-robust result at simulated null
0.5	50	Genus_11	T2D group	FALSE	NA	NA	NA	NA	NA	0	FALSE	Removed by filter
0.5	50	Genus_12	T2D group	FALSE	NA	NA	NA	NA	NA	0	FALSE	Removed by filter
0.5	50	Genus_01	Age	TRUE	0.0113635028375505	0.156978426884849	0.942559840767065	0.942559840767065	FALSE	0	FALSE	Non-robust result at simulated null
0.5	50	Genus_02	Age	TRUE	0.11848704846978	0.158628459882194	0.458335626593029	0.942559840767065	FALSE	0	FALSE	Non-robust result at simulated null
0.5	50	Genus_03	Age	TRUE	0.16032956450286	0.150455391465001	0.291333139953662	0.942559840767065	FALSE	0	FALSE	Non-robust result at simulated null
0.5	50	Genus_04	Age	TRUE	0.140544426648193	0.142364758343716	0.327940850175345	0.942559840767065	FALSE	0.25	TRUE	Missed simulated signal
0.5	50	Genus_05	Age	TRUE	0.042410551314143	0.153710252517203	0.783668595405109	0.942559840767065	FALSE	0	FALSE	Non-robust result at simulated null
0.5	50	Genus_06	Age	TRUE	-0.0235315297585613	0.132283195131468	0.859476948976521	0.942559840767065	FALSE	0	FALSE	Non-robust result at simulated null
0.5	50	Genus_07	Age	TRUE	-0.0588695037360989	0.142281658690321	0.680693510613563	0.942559840767065	FALSE	0	FALSE	Non-robust result at simulated null
0.5	50	Genus_08	Age	TRUE	-0.091558202630521	0.135580842155751	0.502364590249903	0.942559840767065	FALSE	0	FALSE	Non-robust result at simulated null
0.5	50	Genus_09	Age	TRUE	-0.0184530434374588	0.135242718668245	0.891977792652881	0.942559840767065	FALSE	0	FALSE	Non-robust result at simulated null
0.5	50	Genus_10	Age	TRUE	0.0558735528392961	0.174775624379813	0.750438947412588	0.942559840767065	FALSE	0	FALSE	Non-robust result at simulated null
0.5	50	Genus_11	Age	FALSE	NA	NA	NA	NA	NA	0	FALSE	Removed by filter
0.5	50	Genus_12	Age	FALSE	NA	NA	NA	NA	NA	0	FALSE	Removed by filter
0.5	50	Genus_01	Male sex	TRUE	0.151316756685308	0.196929244878123	0.445608100719078	0.899563652821349	FALSE	0	FALSE	Non-robust result at simulated null
0.5	50	Genus_02	Male sex	TRUE	-0.0265018208775239	0.202711074473908	0.896469266182625	0.899563652821349	FALSE	0	FALSE	Non-robust result at simulated null
0.5	50	Genus_03	Male sex	TRUE	0.0242408027069933	0.191161999484726	0.899563652821349	0.899563652821349	FALSE	0	FALSE	Non-robust result at simulated null
0.5	50	Genus_04	Male sex	TRUE	0.0301077839323824	0.183219672763527	0.870087948355384	0.899563652821349	FALSE	0	FALSE	Non-robust result at simulated null
0.5	50	Genus_05	Male sex	TRUE	0.187509480571041	0.191420559985075	0.331667717386973	0.899563652821349	FALSE	0.35	TRUE	Missed simulated signal
0.5	50	Genus_06	Male sex	TRUE	-0.0459022212023008	0.18497516573966	0.80495696420856	0.899563652821349	FALSE	0	FALSE	Non-robust result at simulated null
0.5	50	Genus_07	Male sex	TRUE	0.022951858096552	0.180072018065562	0.899050328929304	0.899563652821349	FALSE	0	FALSE	Non-robust result at simulated null
0.5	50	Genus_08	Male sex	TRUE	-0.0356426192148292	0.170075541253799	0.834792457008311	0.899563652821349	FALSE	0	FALSE	Non-robust result at simulated null
0.5	50	Genus_09	Male sex	TRUE	-0.223941588812323	0.185220103151603	0.231908374232625	0.899563652821349	FALSE	0	FALSE	Non-robust result at simulated null
0.5	50	Genus_10	Male sex	TRUE	-0.157254043370344	0.19941547383691	0.433808899713201	0.899563652821349	FALSE	0	FALSE	Non-robust result at simulated null
0.5	50	Genus_11	Male sex	FALSE	NA	NA	NA	NA	NA	0	FALSE	Removed by filter
0.5	50	Genus_12	Male sex	FALSE	NA	NA	NA	NA	NA	0	FALSE	Removed by filter
0.5	50	Genus_01	Metformin	TRUE	0.298299433441224	0.28401700815206	0.298263826670581	0.926181616089857	FALSE	0	FALSE	Non-robust result at simulated null
0.5	50	Genus_02	Metformin	TRUE	0.152188978161868	0.273136678446208	0.579700053775514	0.926181616089857	FALSE	0	FALSE	Non-robust result at simulated null
0.5	50	Genus_03	Metformin	TRUE	-0.157111067059364	0.263085492399842	0.552878880470903	0.926181616089857	FALSE	0	FALSE	Non-robust result at simulated null
0.5	50	Genus_04	Metformin	TRUE	-0.0233890246546911	0.251268913960421	0.926181616089857	0.926181616089857	FALSE	0	FALSE	Non-robust result at simulated null
0.5	50	Genus_05	Metformin	TRUE	0.115635055721216	0.259762380752808	0.657985676657442	0.926181616089857	FALSE	0	FALSE	Non-robust result at simulated null
0.5	50	Genus_06	Metformin	TRUE	0.0521861747691848	0.258444995098033	0.840735140301995	0.926181616089857	FALSE	0	FALSE	Non-robust result at simulated null
0.5	50	Genus_07	Metformin	TRUE	0.0458817992635369	0.234151769565266	0.845385628965758	0.926181616089857	FALSE	0	FALSE	Non-robust result at simulated null
0.5	50	Genus_08	Metformin	TRUE	-0.0867657724655505	0.215275462260444	0.688506226210273	0.926181616089857	FALSE	0	FALSE	Non-robust result at simulated null
0.5	50	Genus_09	Metformin	TRUE	-0.17311333398925	0.25808719496066	0.505235380600972	0.926181616089857	FALSE	0	FALSE	Non-robust result at simulated null
0.5	50	Genus_10	Metformin	TRUE	0.828171352828682	0.259428260119369	0.00235436439699719	0.0235436439699719	TRUE	0.8	TRUE	Detected simulated signal
0.5	50	Genus_11	Metformin	FALSE	NA	NA	NA	NA	NA	0	FALSE	Removed by filter
0.5	50	Genus_12	Metformin	FALSE	NA	NA	NA	NA	NA	0	FALSE	Removed by filter
0.5	50	Genus_01	Batch 2	TRUE	0.0149042435845754	0.204229597131163	0.942093364063517	0.944750714458097	FALSE	0	FALSE	Non-robust result at simulated null
0.5	50	Genus_02	Batch 2	TRUE	0.109232952711778	0.199130392793558	0.585575310445721	0.944750714458097	FALSE	0	FALSE	Non-robust result at simulated null
0.5	50	Genus_03	Batch 2	TRUE	-0.158817900214432	0.197776721298319	0.42548584002367	0.944750714458097	FALSE	0	FALSE	Non-robust result at simulated null
0.5	50	Genus_04	Batch 2	TRUE	-0.260653332817173	0.183242185251018	0.160645983332577	0.944750714458097	FALSE	0	FALSE	Non-robust result at simulated null
0.5	50	Genus_05	Batch 2	TRUE	-0.0713646911818116	0.195180003819752	0.716065684060355	0.944750714458097	FALSE	0	FALSE	Non-robust result at simulated null
0.5	50	Genus_06	Batch 2	TRUE	-0.0132128232114692	0.18977599403222	0.944750714458097	0.944750714458097	FALSE	0	FALSE	Non-robust result at simulated null
0.5	50	Genus_07	Batch 2	TRUE	0.113969995119468	0.182381658142947	0.534669530141561	0.944750714458097	FALSE	0	FALSE	Non-robust result at simulated null
0.5	50	Genus_08	Batch 2	TRUE	0.0520864861460193	0.169187703039835	0.75937160426618	0.944750714458097	FALSE	0	FALSE	Non-robust result at simulated null
0.5	50	Genus_09	Batch 2	TRUE	-0.0309627615748566	0.186115639139808	0.868492622936955	0.944750714458097	FALSE	0	FALSE	Non-robust result at simulated null
0.5	50	Genus_10	Batch 2	TRUE	-0.0741880782093599	0.191275512968242	0.699644553688309	0.944750714458097	FALSE	0	FALSE	Non-robust result at simulated null
0.5	50	Genus_11	Batch 2	FALSE	NA	NA	NA	NA	NA	0	FALSE	Removed by filter
0.5	50	Genus_12	Batch 2	FALSE	NA	NA	NA	NA	NA	0.7	TRUE	Removed by filter
